0.62683E+06 0.28448E+04 0.00000E+01 175452 0 0 13790 0.21990E-01 0.00000E+01 0.62652E+06 0.00000E+01 0.00000E+01 0
1 665660.0 46132.0 3.0248 35310000.0 665340.0
2 616460.0 15168.0 1.5187 17360000.0 616180.0
3 632850.0 7874.1 1.0861 6701000.0 632610.0
4 704330.0 58832.0 3.6457 70004000.0 704050.0
5 650450.0 17659.0 1.6758 35988000.0 650260.0
6 612310.0 7435.3 1.06 6101400.0 611990.0
7 704110.0 52062.0 3.2273 66254000.0 703820.0
8 626170.0 15399.0 1.518 22782000.0 626020.0
9 639080.0 7659.1 1.0462 6437500.0 638840.0
10 573610.0 39860.0 3.033 52939000.0 573280.0
11 634410.0 16920.0 1.6462 14335000.0 634230.0
12 626780.0 7866.9 1.0956 6843000.0 626540.0
13 591200.0 38572.0 2.8476 36488000.0 590790.0
14 616970.0 15672.0 1.5679 17765000.0 616490.0
15 638910.0 8219.8 1.1231 8393400.0 638570.0
16 684400.0 44444.0 2.8343 33852000.0 683840.0
17 593100.0 15023.0 1.5635 12989000.0 592290.0
18 629480.0 7516.4 1.0423 6424400.0 629190.0
19 666470.0 46891.0 3.0708 56695000.0 666230.0
20 595820.0 13774.0 1.427 17490000.0 595470.0
21 628900.0 7947.6 1.1031 7978600.0 628740.0
22 519430.0 26621.0 2.2369 16837000.0 518890.0
23 627620.0 16988.0 1.6707 18258000.0 627350.0
24 622660.0 8199.9 1.1496 8414200.0 622350.0
25 596650.0 40627.0 2.9719 54174000.0 596210.0
26 631770.0 18139.0 1.7723 22812000.0 631550.0
27 635380.0 8050.1 1.106 7621500.0 634980.0
28 645570.0 15649.0 1.4963 16757000.0 645240.0
29 631130.0 8367.3 1.1573 14945000.0 630960.0
30 629780.0 4420.6 0.86652 4766900.0 629610.0
31 635280.0 42591.0 2.9261 35585000.0 635050.0
32 641920.0 16742.0 1.6098 23693000.0 641730.0
33 614190.0 7686.1 1.0924 6666100.0 613820.0
34 703450.0 58393.0 3.6231 72131000.0 702910.0
35 621460.0 15210.0 1.5107 11802000.0 621020.0
36 622600.0 7593.4 1.0646 7119500.0 621960.0
