0.10712E+07 0.34499E+04 0.00000E+01 420120 0 0 17465 0.16310E-01 0.00000E+01 0.10712E+07 0.00000E+01 0.00000E+01 0
1 1045500.0 53801.0 3.6386 94470000.0 1045500.0
2 1067300.0 28806.0 2.699 151090000.0 1067300.0
3 1057900.0 10525.0 1.407 42243000.0 1057900.0
4 949790.0 41026.0 3.0543 89338000.0 949790.0
5 1102900.0 32845.0 2.9781 127810000.0 1102900.0
6 1050000.0 10455.0 1.4081 55986000.0 1050000.0
7 975900.0 50818.0 3.6821 160340000.0 975900.0
8 1070900.0 25657.0 2.3959 78251000.0 1070900.0
9 1052300.0 10827.0 1.455 38720000.0 1052300.0
10 1010500.0 45519.0 3.1852 73269000.0 1010500.0
11 1093900.0 26200.0 2.3952 102440000.0 1093900.0
12 1076700.0 11165.0 1.4664 41467000.0 1076700.0
13 1069600.0 76294.0 5.044 241780000.0 1069600.0
14 1103200.0 28358.0 2.5706 106160000.0 1103200.0
15 1100100.0 11199.0 1.4396 35329000.0 1100100.0
16 1192600.0 202560.0 12.01 949560000.0 1192600.0
17 1100200.0 29471.0 2.6788 120030000.0 1100200.0
18 1068700.0 10148.0 1.3428 33049000.0 1068700.0
19 1022200.0 47662.0 3.297 137650000.0 1022200.0
20 1097700.0 29733.0 2.7086 98250000.0 1097700.0
21 1060400.0 10900.0 1.4537 43126000.0 1060400.0
22 1052800.0 75445.0 5.0674 243960000.0 1052800.0
23 1063300.0 26022.0 2.4472 75520000.0 1063300.0
24 1075600.0 10602.0 1.3939 42241000.0 1075600.0
25 1051300.0 53097.0 3.5714 99614000.0 1051300.0
26 1087400.0 25071.0 2.3055 86237000.0 1087400.0
27 1074900.0 11583.0 1.5239 45953000.0 1074900.0
28 1300400.0 144960.0 7.8825 477010000.0 1300400.0
29 1132500.0 50626.0 4.4701 439790000.0 1132500.0
30 1084900.0 10231.0 1.3336 31892000.0 1084900.0
31 1094100.0 67276.0 4.3482 230770000.0 1094100.0
32 1155400.0 49263.0 4.2636 411730000.0 1155400.0
33 1059900.0 10061.0 1.3425 38410000.0 1059900.0
34 1031600.0 57096.0 3.9137 183270000.0 1031600.0
35 1085500.0 36378.0 3.3512 239060000.0 1085500.0
36 1077600.0 11470.0 1.5052 35606000.0 1077600.0
