0.15647E+09 0.88551E+06 0.00000E+01 51303 0 0 3893 0.24880E-04 0.00000E+01 0.15645E+09 0.00000E+01 0.00000E+01 0
1 160580000.0 8910900.0 2.3739 6253700000.0 160560000.0
2 160970000.0 3302400.0 1.2411 3578000000.0 160970000.0
3 155920000.0 1653200.0 0.90719 696200000.0 155920000.0
4 144850000.0 6429200.0 1.8987 3971900000.0 144830000.0
5 157250000.0 3348100.0 1.2881 2543100000.0 157250000.0
6 156470000.0 1730900.0 0.94642 991410000.0 156460000.0
7 149220000.0 7165300.0 2.0541 4839100000.0 149100000.0
8 162260000.0 3400200.0 1.2677 1937300000.0 162250000.0
9 155570000.0 1704300.0 0.93731 832980000.0 155540000.0
10 155590000.0 7559500.0 2.0785 4193400000.0 155520000.0
11 157800000.0 3197300.0 1.2258 1773300000.0 157800000.0
12 155510000.0 1656100.0 0.91113 931800000.0 155480000.0
