PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  3.0614079E-08 -4.1171609E-02  2.8770682E+00  1.3622869E+00  5.1472716E+00  3.4292485E+01  5.1474682E+00  1.3624814E+00  2.8769359E+00 -4.1171604E-02  3.0614416E-08
  2.9035216E-08  5.7770520E-01  3.4883290E+00  1.9797187E+00  5.7310185E+00  3.6714400E+01  5.7312199E+00  1.9799170E+00  3.4881955E+00  5.7770567E-01  2.9034911E-08
  5.3271606E-08  1.2633922E+00  4.1664316E+00  2.6640129E+00  6.3822799E+00  3.9602028E+01  6.3824848E+00  2.6642153E+00  4.1662966E+00  1.2633931E+00  5.3273001E-08
 -2.0992189E-08  2.0213230E+00  4.9168054E+00  3.4205997E+00  7.1064551E+00  4.3170091E+01  7.1066635E+00  3.4208061E+00  4.9166694E+00  2.0213242E+00 -2.0989945E-08
  4.9797587E-08  2.8576379E+00  5.7455867E+00  4.2556158E+00  7.9096517E+00  4.7682843E+01  7.9098638E+00  4.2558260E+00  5.7454488E+00  2.8576395E+00  4.9799021E-08
  9.1065458E-08  3.7794521E+00  6.6598871E+00  5.1761726E+00  8.7989525E+00  5.3461668E+01  8.7991680E+00  5.1763866E+00  6.6597484E+00  3.7794540E+00  9.1065912E-08
 -4.9495979E-09  4.7949469E+00  7.6678840E+00  6.1904491E+00  9.7825112E+00  6.0888177E+01  9.7827304E+00  6.1906668E+00  7.6677439E+00  4.7949491E+00 -4.9498464E-09
 -1.5528131E-07  5.9131045E+00  8.7785566E+00  7.3074243E+00  1.0869282E+01  7.0409842E+01  1.0869505E+01  7.3076467E+00  8.7784150E+00  5.9131072E+00 -1.5527755E-07
 -6.5697036E-08  7.1457876E+00  1.0003765E+01  8.5389585E+00  1.2071099E+01  8.2554876E+01  1.2071326E+01  8.5391842E+00  1.0003621E+01  7.1457904E+00 -6.5696484E-08
  1.0945238E-07  8.5032778E+00  1.1353784E+01  9.8953306E+00  1.3398223E+01  9.7917552E+01  1.3398454E+01  9.8955603E+00  1.1353641E+01  8.5032811E+00  1.0945257E-07
 -1.7608824E-08  1.0002850E+01  1.2845891E+01  1.1393813E+01  1.4867903E+01  1.1719055E+02  1.4868138E+01  1.1394047E+01  1.2845746E+01  1.0002853E+01 -1.7611348E-08
 -2.5540889E-07  1.1655685E+01  1.4491262E+01  1.3045586E+01  1.6491299E+01  1.4116793E+02  1.6491538E+01  1.3045823E+01  1.4491115E+01  1.1655689E+01 -2.5540778E-07
 -4.8702137E-08 -3.9838121E-02  2.8492185E+00  1.3541345E+00  4.8241966E+00  3.2575148E+01  4.8244110E+00  1.3543469E+00  2.8490760E+00 -3.9838115E-02 -4.8703315E-08
  1.6623185E-09  5.4888034E-01  3.4288532E+00  1.9415878E+00  5.3808739E+00  3.4934922E+01  5.3810926E+00  1.9418046E+00  3.4287087E+00  5.4888083E-01  1.6641269E-09
 -3.3512959E-08  1.2006296E+00  4.0715906E+00  2.5921179E+00  6.0012203E+00  3.7763987E+01  6.0014432E+00  2.5923390E+00  4.0714453E+00  1.2006305E+00 -3.3513167E-08
  3.8980331E-08  1.9205018E+00  4.7825188E+00  3.3108115E+00  6.6902971E+00  4.1271138E+01  6.6905242E+00  3.3110370E+00  4.7823720E+00  1.9205031E+00  3.8979042E-08
 -1.5345549E-08  2.7142660E+00  5.5674007E+00  4.1034352E+00  7.4538431E+00  4.5711976E+01  7.4540747E+00  4.1036650E+00  5.5672526E+00  2.7142678E+00 -1.5345665E-08
 -2.4574516E-08  3.5886117E+00  6.4329201E+00  4.9766740E+00  8.2985206E+00  5.1395459E+01  8.2987567E+00  4.9769084E+00  6.4327710E+00  3.5886139E+00 -2.4575055E-08
  2.1872183E-08  4.5512319E+00  7.3867646E+00  5.9382199E+00  9.2319948E+00  5.8686714E+01  9.2322345E+00  5.9384584E+00  7.3866144E+00  4.5512344E+00  2.1872613E-08
  1.0115752E-08  5.6106104E+00  8.4374144E+00  6.9965532E+00  1.0262725E+01  6.8013633E+01  1.0262969E+01  6.9967962E+00  8.4372631E+00  5.6106133E+00  1.0117505E-08
 -4.6237966E-09  6.7778023E+00  9.5959201E+00  8.1627270E+00  1.1401742E+01  7.9873911E+01  1.1401990E+01  8.1629744E+00  9.5957662E+00  6.7778055E+00 -4.6253348E-09
 -3.8475015E-08  8.0626549E+00  1.0872123E+01  9.4465866E+00  1.2658871E+01  9.4837065E+01  1.2659124E+01  9.4468381E+00  1.0871969E+01  8.0626586E+00 -3.8478391E-08
  2.7028753E-08  9.4810612E+00  1.2281914E+01  1.0864022E+01  1.4049983E+01  1.1354486E+02  1.4050240E+01  1.0864278E+01  1.2281758E+01  9.4810652E+00  2.7029151E-08
 -1.1507645E-07  1.1044018E+01  1.3836285E+01  1.2426029E+01  1.5586055E+01  1.3676223E+02  1.5586317E+01  1.2426290E+01  1.3836128E+01  1.1044022E+01 -1.1507425E-07
 -2.6423345E-08 -3.8544866E-02  2.8031973E+00  1.3487939E+00  4.5313261E+00  3.0946648E+01  4.5315602E+00  1.3490257E+00  2.8030441E+00 -3.8544867E-02 -2.6425545E-08
 -1.6314106E-08  5.2143042E-01  3.3529920E+00  1.9075897E+00  5.0619949E+00  3.3246939E+01  5.0622338E+00  1.9078263E+00  3.3528373E+00  5.2143096E-01 -1.6312156E-08
  3.9896475E-08  1.1408490E+00  3.9623369E+00  2.5258690E+00  5.6526849E+00  3.6018629E+01  5.6529281E+00  2.5261105E+00  3.9621809E+00  1.1408501E+00  3.9896008E-08
  1.0661522E-08  1.8244827E+00  4.6359948E+00  3.2083988E+00  6.3081434E+00  3.9464514E+01  6.3083911E+00  3.2086453E+00  4.6358374E+00  1.8244842E+00  1.0662749E-08
 -4.6482067E-08  2.5777507E+00  5.3793775E+00  3.9605965E+00  7.0337617E+00  4.3831516E+01  7.0340141E+00  3.9608476E+00  5.3792185E+00  2.5777526E+00 -4.6482547E-08
